Time,Sensor1,Sensor2,Sensor3,Sensor4
15.549,0,0,0,0,
15.581,0,0,0,0,
15.581,0,0,0,0,
15.582,0,0,0,0,
15.583,0,0,0,0,
15.615,0,0,0,0,
15.616,0,0,0,0,
15.616,0,0,0,0,
15.65,0,0,0,0,
15.652,0,0,0,0,
15.652,0,0,0,0,
15.686,0,0,0,0,
15.686,0,0,0,0,
15.687,0,0,0,0,
15.694,0,0,0,0,
15.727,0,0,0,0,
15.727,0,0,0,0,
15.732,0,0,0,0,
15.765,0,0,0,0,
15.766,0,0,0,0,
15.766,0,0,0,0,
15.766,0,0,0,0,
15.8,0,0,0,0,
15.8,0,0,0,0,
15.808,0,0,0,0,
15.842,0,0,0,0,
15.842,0,0,0,0,
15.843,0,0,0,0,
15.848,0,0,0,0,
15.881,0,0,0,0,
15.881,0,0,0,0,
15.883,0,0,0,0,
15.917,0,0,0,0,
15.918,0,0,0,0,
15.919,0,0,0,0,
15.926,0,0,0,0,
15.933,0,0,0,0,
15.965,0,0,0,0,
15.966,0,0,0,0,
15.971,0,0,0,0,
16.004,0,0,0,0,
16.006,0,0,0,0,
16.007,0,0,0,0,
16.008,0,0,0,0,
16.04,0,0,0,0,
16.04,0,0,0,0,
16.041,0,0,0,0,
16.071,0,0,0,0,
16.071,0,0,0,0,
16.076,0,0,0,0,
16.109,0,0,0,0,
16.109,0,0,0,0,
16.109,0,0,0,0,
16.11,0,0,0,0,
16.142,0,0,0,0,
16.142,0,0,0,0,
16.15,0,0,0,0,
16.183,0,0,0,0,
16.184,0,0,0,0,
16.184,0,0,0,0,
16.185,0,0,0,0,
16.218,0,0,0,0,
16.219,0,0,0,0,
16.221,0,0,0,0,
16.225,0,0,0,0,
16.261,0,0,0,0,
16.261,0,0,0,0,
16.261,0,0,0,0,
16.294,0,0,0,0,
16.294,0,0,0,0,
16.294,0,0,0,0,
16.3,0,0,0,0,
16.333,0,0,0,0,
16.335,0,0,0,0,
16.335,0,0,0,0,
16.368,0,0,0,0,
16.368,0,0,0,0,
16.368,0,0,0,0,
16.375,0,0,0,0,
16.408,0,0,0,0,
16.408,0,0,0,0,
16.409,0,0,0,0,
16.443,0,0,0,0,
16.444,0,0,0,0,
16.444,0,0,0,0,
16.45,0,0,0,0,
16.483,0,0,0,0,
16.483,0,0,0,0,
16.484,0,0,0,0,
16.517,0,0,0,0,
16.517,0,0,0,0,
16.518,0,0,0,0,
16.524,0,0,0,0,
16.557,0,0,0,0,
16.557,0,0,0,0,
16.559,0,0,0,0,
16.592,0,0,0,0,
16.593,0,0,0,0,
16.594,0,0,0,0,
16.601,0,0,0,0,
16.634,0,0,0,0,
16.635,0,0,0,0,
16.635,0,0,0,0,
16.661,0,0,0,0,
16.661,0,0,0,0,
16.662,0,0,0,0,
16.693,0,0,0,0,
16.693,0,0,0,0,
16.693,0,0,0,0,
16.729,0,0,0,0,
16.729,0,0,0,0,
16.729,0,0,0,0,
16.741,0,0,0,0,
16.772,0,0,0,0,
16.773,0,0,0,0,
16.773,0,0,0,0,
16.778,0,0,0,0,
16.81,0,0,0,0,
16.81,0,0,0,0,
16.811,0,0,0,0,
16.848,0,0,0,0,
16.848,0,0,0,0,
16.849,0,0,0,0,
16.849,0,0,0,0,
16.881,0,0,0,0,
16.881,0,0,0,0,
16.881,0,0,0,0,
16.913,0,0,0,0,
16.913,0,0,0,0,
16.913,0,0,0,0,
16.946,0,0,0,0,
16.946,0,0,0,0,
16.947,0,0,0,0,
16.978,0,0,0,0,
16.979,0,0,0,0,
16.979,0,0,0,0,
17.015,0,0,0,0,
17.015,0,0,0,0,
17.016,0,0,0,0,
17.02,0,0,0,0,
17.052,0,0,0,0,
17.053,0,0,0,0,
17.054,0,0,0,0,
17.062,0,0,0,0,
17.095,0,0,0,0,
17.096,0,0,0,0,
17.097,0,0,0,0,
17.131,0,0,0,0,
17.132,0,0,0,0,
17.133,0,0,0,0,
17.137,0,0,0,0,
17.169,0,0,0,0,
17.171,0,0,0,0,
17.175,0,0,0,0,
17.207,0,0,0,0,
17.208,0,0,0,0,
17.209,0,0,0,0,
17.216,0,0,0,0,
17.253,0,0,0,0,
17.256,0,0,0,0,
17.257,0,0,0,0,
17.263,0,0,0,0,
